留言主题,clean_review,cut_review,地区,主谓宾
请问非电力局的人能否在A市电力局的体育馆内打球？,请问非电力局的人能否在A市电力局的体育馆内打球,请问 非 电力局 市 电力局 体育馆 打球,A市,"人请问打球,（副词：能否）"
A市A5区明昇壹城小区越凯物业聘用无证保安人员,A市A5区明昇壹城小区越凯物业聘用无证保安人员,市 A5 区明 昇 壹城 小区 越凯 物业 聘用 无证 保安人员,A市,"A5区昇聘用,（副词：明）"
建议加快A市食品药品安全整治全覆盖,建议加快A市食品药品安全整治全覆盖,建议 加快 市 食品药品 整治 全 覆盖,A市,"食品药品建议加快,（副词：安全）"
A市凯达园小区修路，噪音扰民,A市凯达园小区修路噪音扰民,市凯 达园 小区 修路 噪音 扰民,A市,"小区修路噪音,（副词：）"
A市洪山公园什么时候会动工？,A市洪山公园什么时候会动工,市 洪山 公园 动工,A市,"动工,（副词：时候）"
A市华坤时代写字楼的金融投资骗局太多了，请严查！,A市华坤时代写字楼的金融投资骗局太多了请严查,市 华坤 时代 写字楼 金融 投资 骗局 太多 请 严查,A市,"太多请严查,（副词：）"
A市鑫苑木莲世家涉嫌虚假宣传，偷工减料,A市鑫苑木莲世家涉嫌虚假宣传偷工减料,市鑫苑 木莲 世家 涉嫌 虚假 宣传 偷工减料,A市,"世家涉嫌宣传,（副词：虚假）"
A市投蜂金融服务公司诈骗百姓1.9亿不还,A市投蜂金融服务公司诈骗百姓19亿不还,市 投蜂 金融服务 公司 诈骗 百姓 19 亿,A市,"公司诈骗,（副词：不）"
M市基层工作人员住房公积金非正常缴纳，导致在A市买房无法贷款,M市基层工作人员住房公积金非正常缴纳导致在A市买房无法贷款,M 市 基层 工作人员 住房 公积金 非正常 缴纳 导致 市 买房 贷款,A市,"缴纳导致买房,（副词：在）"
A市华嘉城小区精装房墙壁有鼓包,A市华嘉城小区精装房墙壁有鼓包,市华嘉城 小区 精装 房 墙壁 鼓包,A市,"墙壁有鼓包,（副词：）"
A市润华燃气迟迟不给A6区新城国际花都四期业主开通燃气,A市润华燃气迟迟不给A6区新城国际花都四期业主开通燃气,市润华 燃气 迟迟 A6 区 新城 国际 花都 四期 业主 开通 燃气,A市,"燃气开通燃气,（副词：迟迟）"
请公开A市阳光100房屋竣工验收备案表,请公开A市阳光100房屋竣工验收备案表,请 公开 市 阳光 100 房屋 竣工 验收 备案 表,A市,"请公开,（副词：）"
反映A市A5区劳动东路昇明壹城小区内消防安全问题,反映A市A5区劳动东路昇明壹城小区内消防安全问题,市 A5 区 劳动 东路 昇 明壹城 区内 消防安全,A市,"反映问题,（副词：）"
A市身份证到期能否网上换证？,A市身份证到期能否网上换证,市 身份证 到期 网上 换证,A市,"身份证到期,（副词：能否）"
建议A市黄花机场公交车推迟下班,建议A市黄花机场公交车推迟下班,建议 市 黄花 机场 公交车 推迟 下班,A市,"公交车建议推迟,（副词：）"
A市雅居乐花园房屋外墙有渗水问题,A市雅居乐花园房屋外墙有渗水问题,市雅居乐 花园 房屋 外墙 渗水,A市,"外墙有问题,（副词：）"
A市梅溪湖嘉顺苑安置小区房屋质量差,A市梅溪湖嘉顺苑安置小区房屋质量差,市梅 溪湖 嘉顺苑 安置 小区 房屋 质量 差,A市,"溪湖安置质量,（副词：）"
希望A市能给底层创业者一个平台,希望A市能给底层创业者一个平台,希望 市能 底层 创业者 平台,A市,"A市希望给,（副词：能）"
投诉A市A5区中航城开发商擅自变更规划，毁坏园林绿化,投诉A市A5区中航城开发商擅自变更规划毁坏园林绿化,投诉 市 A5 区 中航 城 开发商 擅自 变更 规划 毁坏 园林绿化,A市,"开发商投诉变更,（副词：擅自）"
A市科技工程学校涉嫌欺骗学生,A市科技工程学校涉嫌欺骗学生,市 科技 工程 学校 涉嫌 欺骗 学生,A市,"学校涉嫌欺骗,（副词：）"
投诉A市鑫苑木莲世家涉嫌虚假宣传,投诉A市鑫苑木莲世家涉嫌虚假宣传,投诉 市鑫苑 木莲 世家 涉嫌 虚假 宣传,A市,"世家投诉宣传,（副词：）"
A市尿毒症病人反映医保问题,A市尿毒症病人反映医保问题,市 尿毒症 病人 医保,A市,"病人反映问题,（副词：）"
咨询A市易地转业相关政策等问题,咨询A市易地转业相关政策等问题,咨询 市易 转业 相关 政策,A市,"咨询A市,（副词：）"
对A市居民在网上办理居住证的疑问,对A市居民在网上办理居住证的疑问,市 居民 网上 办理 居住证 疑问,A市,"居民疑问居住证,（副词：对）"
投诉A市A6区大汉汉园二期开发商强制业主收房,投诉A市A6区大汉汉园二期开发商强制业主收房,投诉 市 A6 区 大汉 汉园 二期 开发商 强制 业主 收房,A市,"开发商投诉收房,（副词：）"
A市榔梨工业区蓝思科技公租房的门面到底什么时候交付？,A市榔梨工业区蓝思科技公租房的门面到底什么时候交付,市榔 梨 工业区 蓝思 科技 公 租房 门面 交付,A市,"工业区交付租房,（副词：到底）"
给A市提升规划建设水平带动经济发展的些许建议,给A市提升规划建设水平带动经济发展的些许建议,市 提升 规划 建设 水平 带动 经济 发展 些许 建议,A市,"提升带动水平,（副词：给）"
给A市提升规划建设水平带动经济发展的些许建议,给A市提升规划建设水平带动经济发展的些许建议,市 提升 规划 建设 水平 带动 经济 发展 些许 建议,A市,"提升带动水平,（副词：给）"
A市伊景园滨河苑坑害购房者,A市伊景园滨河苑坑害购房者,市伊 景园 滨河 苑 坑害 购房者,A市,"苑坑害购房者,（副词：）"
询问A市户口迁移落户的相关问题,询问A市户口迁移落户的相关问题,询问 市 户口 迁移 落户 相关,A市,"户口询问迁移,（副词：）"
咨询A市参保职工生育津贴的问题,咨询A市参保职工生育津贴的问题,咨询 市 参保 职工 生育 津贴,A市,"问题A市,（副词：）"
外地车辆转入A市机动车档案到底该寄到哪个车管所？,外地车辆转入A市机动车档案到底该寄到哪个车管所,外地 车辆 转入 市 机动车 档案 寄 车管所,A市,"车辆转入档案,（副词：到底）"
A市安置房都美物业高价收取水费，房屋和电梯质量常出事故,A市安置房都美物业高价收取水费房屋和电梯质量常出事故,市 安置 房 美 物业 高价 收取 水费 房屋 电梯 质量 常出 事故,A市,"高价收取房屋,（副词：都）"
A市经开区泉星公园项目规划需优化,A市经开区泉星公园项目规划需优化,市经 开区 泉星 公园 项目 规划 需 优化,A市,"项目规划,（副词：需）"
A市梅溪湖卓越浅水湾项目22＃栋楼层未装通讯装置，存在安全隐患,A市梅溪湖卓越浅水湾项目22栋楼层未装通讯装置存在安全隐患,市梅 溪湖 卓越 浅水湾 项目 22 栋 楼层 未装 通讯 装置 安全隐患,A市,"装置存在安全隐患,（副词：）"
反映A市A5区拆迁后政府未给老百姓解决的众多遗留问题,反映A市A5区拆迁后政府未给老百姓解决的众多遗留问题,市 A5 区 拆迁 政府 未 老百姓 解决 众多 遗留问题,A市,"政府遗留问题拆迁,（副词：后）"
咨询A市贷款购房与购房资格的相关问题,咨询A市贷款购房与购房资格的相关问题,咨询 市 贷款 购房 购房 资格 相关,A市,"问题贷款,（副词：）"
西地省A市联通无故停机，运营商不处理,西地省A市联通无故停机运营商不处理,西地省 市 联通 无故 停机 运营商,A市,"运营商处理,（副词：无故）"
举报A市维也纳智好酒店涉黄,举报A市维也纳智好酒店涉黄,举报 市 维也纳 智好 酒店 涉黄,A市,"酒店举报涉黄,（副词：）"
在A市A1区路和高云路路口的红绿灯是摆设，渣土车随意闯,在A市A1区路和高云路路口的红绿灯是摆设渣土车随意闯,市 A1 区路 高云 路 路口 红绿灯 摆设 渣土 车 随意 闯,A市,"红绿灯是闯,（副词：在）"
A市中海国际社区能考虑建地铁口吗？,A市中海国际社区能考虑建地铁口吗,市 中海 国际 社区 建 地铁口,A市,"社区考虑建,（副词：能）"
为什么我每次自主约考A市青竹湖考场考科三都是第一个考？,为什么我每次自主约考A市青竹湖考场考科三都是第一个考,每次 自主 约考 市 青竹 湖 考场 考科 第一个 考,A市,"我自主考,（副词：为什么）"
A市聚捷飞迈网络有限公司合同诈骗,A市聚捷飞迈网络有限公司合同诈骗,市聚捷 飞迈 网络 有限公司 合同诈骗,A市,"有限公司合同诈骗,（副词：）"
请A市A5区公安分局和候家塘派出所认真对待聚利网诈骗一案,请A市A5区公安分局和候家塘派出所认真对待聚利网诈骗一案,请 市 A5 区 公安分局 候家塘 派出所 认真对待 聚利网 诈骗 一案,A市,"公安分局请认真对待,（副词：）"
A市文昌阁地铁站施工严重扰民,A市文昌阁地铁站施工严重扰民,市 文昌阁 地铁站 施工 扰民,A市,"地铁站施工,（副词：严重）"
咨询A市新房落户政策等问题,咨询A市新房落户政策等问题,咨询 市 新房 落户 政策,A市,"问题新房,（副词：）"
A市恒大御景天下二期设计有缺陷和安全隐患！,A市恒大御景天下二期设计有缺陷和安全隐患,市恒大御景 天下 二期 设计 缺陷 安全隐患,A市,"设计有缺陷,（副词：）"
A市地铁3号线松雅西地省站首开，为什么没有直通松雅湖方向的出入口？,A市地铁3号线松雅西地省站首开为什么没有直通松雅湖方向的出入口,市 地铁 号线 松 雅西 地省 站 首开 直通 松雅湖 方向 出入口,A市,"3号线松站,（副词：为什么）"
A市克拉美丽山庄二期护坡太高太陡，存在重大安全隐患,A市克拉美丽山庄二期护坡太高太陡存在重大安全隐患,市 克拉 美丽 山庄 二期 护坡 太高 太陡 安全隐患,A市,"太陡存在安全隐患,（副词：）"
A市长郡A1区实验中学组织学生补课,A市长郡A1区实验中学组织学生补课,市长 郡 A1 区 实验 中学 组织 学生 补课,A市,"中学组织补课,（副词：）"
A市何时开通地铁环线？,A市何时开通地铁环线,市 开通 地铁 环线,A市,"A市开通环线,（副词：何时）"
投诉A市伊景园滨河苑捆绑车位销售,投诉A市伊景园滨河苑捆绑车位销售,投诉 市伊 景园 滨河 苑 捆绑 车位 销售,A市,"苑投诉捆绑,（副词：）"
投诉A市碧桂园南城首府开发商不按合同交房,投诉A市碧桂园南城首府开发商不按合同交房,投诉 市 碧桂园 南城 首府 开发商 合同 交房,A市,"开发商投诉按,（副词：不）"
A市楚行一卡通APP为什么不能开发票,A市楚行一卡通APP为什么不能开发票,市楚行 一卡通 APP 开发票,A市,"APP不能开发票,（副词：为什么）"
A市山水庭院小区物业是否偷税漏税？,A市山水庭院小区物业是否偷税漏税,市 山水 庭院 小区 物业 偷税漏税,A市,"物业偷税漏税,（副词：是否）"
A市、区的基础教育科怎么都不接电话,A市区的基础教育科怎么都不接电话,市区 基础教育 科 接电话,A市,"科接电话,（副词：怎么）"
希望A市委市政府加快养狗条例细则落地,希望A市委市政府加快养狗条例细则落地,希望 市委 市政府 加快 养狗 条例 细则 落地,A市,"市政府希望加快,（副词：）"
A市普遍小学生春游费用高，且费用不透明,A市普遍小学生春游费用高且费用不透明,市 小学生 春游 费用 高且 费用 透明,A市,"费用透明,（副词：不）"
建议进一步优化A市经开区泉星公园项目规划,建议进一步优化A市经开区泉星公园项目规划,建议 进一步 优化 市经 开区 泉星 公园 项目 规划,A市,"建议优化,（副词：进一步）"
A市长郡月亮岛二小招生公告要求新生考试分班，合理吗？,A市长郡月亮岛二小招生公告要求新生考试分班合理吗,市长 郡 月亮 岛 二小 招生 公告 新生 考试 分班,A市,"公告要求合理,（副词：）"
举报A市城建开发公司某些负责人的工作作风问题,举报A市城建开发公司某些负责人的工作作风问题,举报 市 城建 开发 公司 负责人 工作作风,A市,"举报问题,（副词：）"
A市雅园小区C栋电梯都坏了半年了,A市雅园小区C栋电梯都坏了半年了,市 雅园 小区 C 栋 电梯 坏 半年,A市,"电梯坏,（副词：都）"
请问需要哪些证件才有资格去A市高校当军训教官？,请问需要哪些证件才有资格去A市高校当军训教官,请问 证件 资格 市 高校 军训教官,A市,"请问需要,（副词：才）"
举报A市时代年华精装房欺骗购房者,举报A市时代年华精装房欺骗购房者,举报 市 时代 年华 精装 房 欺骗 购房者,A市,"房举报购房者,（副词：）"
A市梅溪正荣府自2018年底至今长期停工面临烂尾风险,A市梅溪正荣府自2018年底至今长期停工面临烂尾风险,市梅溪 正荣府 2018 年底 长期 停工 面临 烂尾 风险,A市,"正荣府停工风险,（副词：自）"
A市加油，共同努力——强烈建议对机场高速进行提质改造,A市加油共同努力强烈建议对机场高速进行提质改造,市 加油 共同努力 强烈建议 机场 高速 提质 改造,A市,"A市加油改造,（副词：共同努力）"
对A市625新政中的二套房限购的建议,对A市625新政中的二套房限购的建议,市 625 新政 中 套房 限购 建议,A市,"套房建议,（副词：）"
A市尚心海悦楼盘精装质价不符问题,A市尚心海悦楼盘精装质价不符问题,市尚 心海悦 楼盘 精装 质价 不符,A市,"问题,（副词：）"
请加快A市文化体育强省步伐,请加快A市文化体育强省步伐,请 加快 市 文化 体育 强省 步伐,A市,"请加快,（副词：）"
给A市两处道路的优化建议,给A市两处道路的优化建议,市 两处 道路 优化 建议,A市,"道路优化建议,（副词：给）"
A市江山帝景哈佛4期物业严重过失导致业主财产重大损失,A市江山帝景哈佛4期物业严重过失导致业主财产重大损失,市 江山 帝景 哈佛 期 物业 过失 导致 业主 财产 重大损失,A市,"过失导致重大损失,（副词：）"
质疑A市时代年华小区公示清单的真实性,质疑A市时代年华小区公示清单的真实性,质疑 市 时代 年华 小区 公示 清单 真实性,A市,"质疑真实性,（副词：）"
为什么一有投诉A市九峰小区的餐饮商户就被要求停工？,为什么一有投诉A市九峰小区的餐饮商户就被要求停工,一有 投诉 市 九峰 小区 餐饮 商户 停工,A市,"商户投诉停工,（副词：为什么）"
再次反映A市时代年华项目装修价质不符问题,再次反映A市时代年华项目装修价质不符问题,市 时代 年华 项目 装修 价质 不符,A市,"反映问题,（副词：再次）"
请求对A市楚华公寓小区水表改造和小区提质改造,请求对A市楚华公寓小区水表改造和小区提质改造,请求 市楚华 公寓 小区 水表 改造 小区 提质 改造,A市,"请求改造,（副词：对）"
请A市加快学校周边安全整治力度,请A市加快学校周边安全整治力度,请 市 加快 学校 周边 整治 力度,A市,"请加快,（副词：）"
建议A市经开区泉星公园项目规划进一步优化,建议A市经开区泉星公园项目规划进一步优化,建议 市经 开区 泉星 公园 项目 规划 进一步 优化,A市,"项目建议规划,（副词：进一步）"
请加强对A市外籍从教人员的监管,请加强对A市外籍从教人员的监管,请 市 外籍 从教 人员 监管,A市,"人员请加强,（副词：）"
咨询A市伤残军人办理公交卡事宜,咨询A市伤残军人办理公交卡事宜,咨询 市 伤残 军人 办理 公交 卡 事宜,A市,"咨询办理,（副词：）"
请在A市南站候车室里增设改签窗口,请在A市南站候车室里增设改签窗口,请 市 南站 候车室 里 增设 改签 窗口,A市,"里请增设,（副词：在）"
A市环城绿带节点建设规划实施得怎么样了,A市环城绿带节点建设规划实施得怎么样了,市 环城 绿带 节点 建设 规划 实施,A市,"节点实施规划,（副词：）"
请A市交通管理部门人性化管理旅游客车包车牌,请A市交通管理部门人性化管理旅游客车包车牌,请 市 交通管理 部门 人性化 管理 旅游 客车 包 车牌,A市,"部门请人性化,（副词：）"
希望带着情怀提升A市规划建设水平带动经济发展,希望带着情怀提升A市规划建设水平带动经济发展,希望 情怀 提升 市 规划 建设 水平 带动 经济 发展,A市,"经济希望带,（副词：）"
投诉A市长房云时代小区配套幼儿园违规办园,投诉A市长房云时代小区配套幼儿园违规办园,投诉 市长 房云 时代 小区 配套 幼儿园 违规 办园,A市,"投诉办园,（副词：）"
A市长重社区何时棚改？,A市长重社区何时棚改,市长 重 社区 棚改,A市,"社区棚改,（副词：何时）"
A市点冰电器有限公司卖坏的海尔净水器却不同意退换货,A市点冰电器有限公司卖坏的海尔净水器却不同意退换货,市点 冰 电器 有限公司 卖坏 海尔 净水器 同意 退换货,A市,"有限公司同意退换货,（副词：却）"
A市A9市河路至三一大道段一直没有拉通,A市A9市河路至三一大道段一直没有拉通,市 A9 市河路 大道 段 拉通,A市,"市河路没有拉通,（副词：至）"
A市梅溪湖街道旭辉御府电梯频繁关人,A市梅溪湖街道旭辉御府电梯频繁关人,市梅 溪湖 街道 旭辉 御府 电梯 频繁 关,A市,"电梯关人,（副词：频繁）"
向A市惠富天下追要欠款,向A市惠富天下追要欠款,市惠富 天下 追要 欠款,A市,"A市惠富天下,（副词：向）"
A市旅游及相关行业发展信息的咨询,A市旅游及相关行业发展信息的咨询,市 旅游 相关 行业 发展 信息 咨询,A市,"咨询信息,（副词：）"
A市明昇壹城开发商施工占用劳动东路道路,A市明昇壹城开发商施工占用劳动东路道路,市明 昇 壹城 开发商 施工 占用 劳动 东路 道路,A市,"A市昇施工,（副词：明）"
希望尽快修建A市地铁1号线2期工程（汽车北站-彩霞路站）,希望尽快修建A市地铁1号线2期工程汽车北站彩霞路站,希望 修建 市 地铁 号线 期 工程 汽车 北站 彩霞 路站,A市,"希望修建,（副词：尽快）"
请A市住建局积极解决公积金限贷退房纠纷问题,请A市住建局积极解决公积金限贷退房纠纷问题,请 市住 建局 解决 公积金 限贷 退房 纠纷,A市,"A市请住,（副词：积极）"
请有关部门调查A市倒卖建筑公司的相关问题,请有关部门调查A市倒卖建筑公司的相关问题,请 部门 调查 市 倒卖 建筑 公司 相关,A市,"请调查,（副词：）"
A市武广新城坑客户购房金额并且捆绑销售车位,A市武广新城坑客户购房金额并且捆绑销售车位,市武广 新城 坑 客户 购房 金额 捆绑 销售 车位,A市,"金额捆绑车位,（副词：并且）"
请A市雅礼中学1814班公示班费开支情况,请A市雅礼中学1814班公示班费开支情况,请 市雅礼 中学 1814 班 公示 班费 开支 情况,A市,"请公示,（副词：）"
A市公共交通系统要开发多少个支付系统,A市公共交通系统要开发多少个支付系统,市 公共交通 系统 开发 支付 系统,A市,"系统开发系统,（副词：要）"
咨询A市住宅楼开餐饮服务的相关问题,咨询A市住宅楼开餐饮服务的相关问题,咨询 市 住宅楼 开 餐饮 服务 相关,A市,"住宅楼咨询服务,（副词：）"
A市朝阳时代广场开发商挖了好深的地基却不施工，变成了大水坑,A市朝阳时代广场开发商挖了好深的地基却不施工变成了大水坑,市 朝阳 时代广场 开发商 挖 深 地基 施工 大水坑,A市,"开发商挖地基,（副词：好）"
A市梅溪湖草地上商业化游乐器材堆满地,A市梅溪湖草地上商业化游乐器材堆满地,市梅 溪湖 草地 商业化 游乐 器材 堆满,A市,"器材堆满,（副词：）"
A市楚江路辅道交通信号灯设置不合规吧,A市楚江路辅道交通信号灯设置不合规吧,市 楚江 路辅 道 交通 信号灯 设置 合规,A市,"信号灯设置,（副词：不）"
A市润和国际广场置业顾问欺诈消费者,A市润和国际广场置业顾问欺诈消费者,市润 国际 广场 置业 顾问 欺诈 消费者,A市,"消费者,（副词：）"
A市重型机器厂三区五栋的房子都几十年了，还没有发房产证！,A市重型机器厂三区五栋的房子都几十年了还没有发房产证,市 重型 机器厂 三区 五栋 房子 几十年 发 房产证,A市,"房子发房产证,（副词：都）"
A市伊景园滨河苑诈骗钱财,A市伊景园滨河苑诈骗钱财,市伊 景园 滨河 苑 诈骗 钱财,A市,"钱财,（副词：）"
关于A市武广新城违法捆绑销售车位的投诉,关于A市武广新城违法捆绑销售车位的投诉,市武广 新城 违法 捆绑 销售 车位 投诉,A市,"新城投诉车位,（副词：）"
A市洋湖景园地铁三号线施工扰民,A市洋湖景园地铁三号线施工扰民,市洋湖 景园 地铁 三号 线 施工 扰民,A市,"扰民,（副词：）"
M市的救护车为何长期盘踞于A市多家医院？,M市的救护车为何长期盘踞于A市多家医院,M 市 救护车 长期 盘踞 市 多家 医院,A市,"救护车盘踞医院,（副词：为何）"
投诉A市融创融公馆开发商区别对待业主,投诉A市融创融公馆开发商区别对待业主,投诉 市融 创融 公馆 开发商 区别对待 业主,A市,"开发商投诉区别对待,（副词：）"
请A市教育局兑现承诺，安排万境水岸小孩就读砂子塘万境水岸小学及雅镜中学,请A市教育局兑现承诺安排万境水岸小孩就读砂子塘万境水岸小学及雅镜中学,请 市 教育局 兑现 承诺 安排 万境 水岸 小孩 就读 砂子 塘万境 水岸 小学 及雅镜 中学,A市,"小孩请兑现,（副词：）"
A市国王陵国家考古遗址公园周边管理混乱,A市国王陵国家考古遗址公园周边管理混乱,市 国王 陵 国家 考古 遗址 公园 周边 管理混乱,A市,"管理混乱,（副词：）"
玫瑰园——A市楚江西岸的贫水地区,玫瑰园A市楚江西岸的贫水地区,玫瑰园 市 楚江 西岸 贫水 地区,A市,"地区,（副词：）"
A市高心巴比仑幼儿园无证办学十年了，有没有人管！,A市高心巴比仑幼儿园无证办学十年了有没有人管,市高心 巴比 仑 幼儿园 无证 办学 十年 有没有 人管,A市,"幼儿园办学十年,（副词：无证）"
A市百得胜全屋定制个体老板恶意拖欠工资，转移财产,A市百得胜全屋定制个体老板恶意拖欠工资转移财产,市百 得胜 全屋 定制 个体老板 恶意 拖欠工资 转移 财产,A市,"个体老板拖欠工资财产,（副词：恶意）"
A市恒大御景天下房屋漏水车库渗水等，业主苦不堪言,A市恒大御景天下房屋漏水车库渗水等业主苦不堪言,市恒大御景 天下 房屋 漏水 车库 渗水 业主 苦不堪言,A市,"房屋漏水车库,（副词：）"
咨询A市购房政策的社保缴纳相关问题,咨询A市购房政策的社保缴纳相关问题,咨询 市 购房 政策 社保 缴纳 相关,A市,"社保缴纳政策,（副词：）"
投诉A市晟福兴汝金城二期涉嫌虚假宣传,投诉A市晟福兴汝金城二期涉嫌虚假宣传,投诉 市晟 福兴 金城 二期 涉嫌 虚假 宣传,A市,"投诉晟,（副词：二期）"
A市伊景园滨河苑捆绑销售车位,A市伊景园滨河苑捆绑销售车位,市伊 景园 滨河 苑 捆绑 销售 车位,A市,"苑捆绑车位,（副词：）"
A市晟福兴汝金城二期涉嫌虚假宣传,A市晟福兴汝金城二期涉嫌虚假宣传,市晟 福兴 金城 二期 涉嫌 虚假 宣传,A市,"A市晟宣传,（副词：二期）"
A市润和国际广场置业顾问欺诈消费者,A市润和国际广场置业顾问欺诈消费者,市润 国际 广场 置业 顾问 欺诈 消费者,A市,"消费者,（副词：）"
A市师大附中星城学校一小教育质量堪忧，教师风气很差,A市师大附中星城学校一小教育质量堪忧教师风气很差,市 师大附中 星城 学校 一小 教育 质量 堪忧 教师 风气 很差,A市,"质量堪忧很差,（副词：）"
咨询A市经开区力都大厦内的农贸市场有关问题,咨询A市经开区力都大厦内的农贸市场有关问题,咨询 市经 开区力 大厦 农贸市场,A市,"咨询A市,（副词：）"
A市办理退休前的资格审核需要等多久,A市办理退休前的资格审核需要等多久,市 办理 退休 前 资格 审核 多久,A市,"A市需要多久,（副词：）"
举报A市A3区柏家塘小区私营ktv严重扰民,举报A市A3区柏家塘小区私营ktv严重扰民,举报 市 A3 区柏家塘 小区 私营 ktv 扰民,A市,"ktv举报扰民,（副词：严重）"
A市磁悬浮列车只能现金支付很不方便,A市磁悬浮列车只能现金支付很不方便,市 磁悬浮列车 只能 现金支付,A市,"磁悬浮列车现金支付,（副词：只能）"
A市融昌电子科技股份有限公司劳动纠纷案何时可以判决？,A市融昌电子科技股份有限公司劳动纠纷案何时可以判决,市融昌 电子 科技股份 有限公司 劳动 纠纷案 判决,A市,"纠纷案判决,（副词：何时）"
A市辉煌国际城二期居民楼下违法开饭店，维权半年无果,A市辉煌国际城二期居民楼下违法开饭店维权半年无果,市 辉煌 国际 城 二期 居民 楼下 违法 开 饭店 维权 半年 无果,A市,"无果饭店,（副词：楼下）"
A市环保科技园园区振兴工业实体经济扶植奖励未按标准满额发放,A市环保科技园园区振兴工业实体经济扶植奖励未按标准满额发放,市 环保 科技园 园区 振兴 工业 实体 经济 扶植 奖励 未 标准 满额 发放,A市,"奖励发放满额,（副词：未）"
A市万家丽路与远大路交汇处的通道被乞讨人员占用,A市万家丽路与远大路交汇处的通道被乞讨人员占用,市 万家 丽路 远大路 交汇处 通道 乞讨 人员 占用,A市,"人员占用通道,（副词：被）"
请取缔A市辉煌国际城二期居民楼下的违规饭店,请取缔A市辉煌国际城二期居民楼下的违规饭店,请 取缔 市 辉煌 国际 城 二期 居民 楼下 违规 饭店,A市,"请取缔,（副词：）"
A市光曙集团发生大火，竟成东富地产公司逼迁光曙职校的借口,A市光曙集团发生大火竟成东富地产公司逼迁光曙职校的借口,市光 曙 集团 发生 大火 竟成 东富 地产 公司 逼 迁光 曙 职校 借口,A市,"集团发生大火,（副词：）"
投诉A市博长山水香颐开发商违规强制交房,投诉A市博长山水香颐开发商违规强制交房,投诉 市博长 山水 香颐 开发商 违规 强制 交房,A市,"开发商投诉违规,（副词：）"
强烈建议提高A市直单位公积金缴存比例,强烈建议提高A市直单位公积金缴存比例,强烈建议 提高 市直 单位 公积金 缴存 比例,A市,"提高比例,（副词：强烈建议）"
建议地铁口设置在A市新界西北门靠近地铁2出口,建议地铁口设置在A市新界西北门靠近地铁2出口,建议 地铁口 设置 市 新界 西北 门 靠近 地铁 出口,A市,"地铁口建议设置,（副词：在）"
咨询A市公积金贷款买房的问题,咨询A市公积金贷款买房的问题,咨询 市 公积金 贷款 买房,A市,"问题贷款,（副词：）"
请给A市长望路加装全封闭式隔音屏,请给A市长望路加装全封闭式隔音屏,请 市长 望路 加装 全封闭式 隔音 屏,A市,"A市请加装,（副词：给）"
希望加强对A市楚府大桥东匝道早高峰交通情况的优化引导,希望加强对A市楚府大桥东匝道早高峰交通情况的优化引导,希望 市楚府 大桥 东 匝道 早 高峰 交通 情况 优化 引导,A市,"情况希望加强,（副词：）"
A市地铁手机扫码进站设备需要增加,A市地铁手机扫码进站设备需要增加,市 地铁 手机 扫码 进站 设备 增加,A市,"设备需要增加,（副词：）"
A市鑫邮小区水电分离改造为何不能享受免费政策？,A市鑫邮小区水电分离改造为何不能享受免费政策,市鑫 邮 小区 水电 分离 改造 享受 免费 政策,A市,"水电分离政策,（副词：为何）"
A市恒大御景天下多个1楼住户，毁坏小区公用绿地（图）,A市恒大御景天下多个1楼住户毁坏小区公用绿地图,市恒大御景 天下 多个 楼 住户 毁坏 小区 公用 绿 地图,A市,"住户毁坏地图,（副词：）"
A市家四水厂乖乖兔电动车商家逃避责任,A市家四水厂乖乖兔电动车商家逃避责任,市家 水厂 乖乖 兔 电动车 商家 逃避责任,A市,"商家逃避责任,（副词：）"
A市兴和社区廉租房漏水导致电路起火,A市兴和社区廉租房漏水导致电路起火,市兴 社区 廉租房 漏水 导致 电路 起火,A市,"A市兴漏水,（副词：）"
反映A市香樟家园小区安全隐患,反映A市香樟家园小区安全隐患,市 香樟 家园 小区 安全隐患,A市,"反映安全隐患,（副词：）"
A市哈佛小镇物业非常差劲,A市哈佛小镇物业非常差劲,市 哈佛 小镇 物业 差劲,A市,"物业差劲,（副词：非常）"
反映A市地铁３号线松雅湖站点附近地下通道问题,反映A市地铁号线松雅湖站点附近地下通道问题,市 地铁 号线 松雅湖 站点 地下通道,A市,"反映问题,（副词：）"
A市雅礼中学和大华宾馆之间施工噪音扰民,A市雅礼中学和大华宾馆之间施工噪音扰民,市雅礼 中学 大华 宾馆 之间 施工 噪音 扰民,A市,"噪音扰民,（副词：）"
A市香海西岸露天菜市场严重影响环境和卫生,A市香海西岸露天菜市场严重影响环境和卫生,市香海 西岸 露天 菜市场 影响 环境 卫生,A市,"菜市场影响环境,（副词：严重）"
A市丽发新城三期违建是否会影响交房,A市丽发新城三期违建是否会影响交房,市丽发 新城 三期 违建 影响 交房,A市,"A市丽发交房,（副词：是否）"
A市中一九骏开发商违规变更住宅为商业养老院,A市中一九骏开发商违规变更住宅为商业养老院,市中 一九骏 开发商 违规 变更 住宅 商业 养老院,A市,"住宅为养老院,（副词：）"
A市锦楚国际新城从6月份开始停电好多次了,A市锦楚国际新城从6月份开始停电好多次了,市锦楚 国际 新城 月份 停电,A市,"新城停电月份,（副词：从）"
请建设一个统一的A市公共交通手机app,请建设一个统一的A市公共交通手机app,请 建设 统一 市 公共交通 手机 app,A市,"请建设,（副词：）"
